订单ID,订单日期,大区,省份,商品品类,销售渠道,客户名称,销售额,成本金额,毛利,订单量,是否退货
O100257,2023-02-02,西南,四川,联名款,天猫旗舰店,绿野仙踪生鲜,4592.01,2964.36,1627.65,73,否
O100258,2023-02-02,华中,湖南,自有品牌,天猫旗舰店,东方明珠商行,8001.54,4406.4,3595.14,28,是
O100259,2023-02-02,华东,上海,联名款,抖音小店,星河零售,17370.2,9794.34,7575.86,115,否
O100260,2023-02-02,西南,四川,自有品牌,线下门店,南粤供应链,19409.12,14093.75,5315.37,94,否
O100261,2023-02-02,华南,广西,联名款,线下门店,东方明珠商行,2742.05,2116.19,625.86,112,否
O100262,2023-02-02,华北,河北,进口商品,京东自营,云端数码,12374.42,7168.38,5206.04,29,否
O100263,2023-02-02,华东,浙江,联名款,企微私域,东方明珠商行,17090.99,12636.61,4454.38,32,否
O100264,2023-02-02,华南,广东,自有品牌,京东自营,星河零售,1579.66,1108.68,470.98,79,否
O100265,2023-02-03,华北,天津,进口商品,天猫旗舰店,金鼎家居,2225.31,1529.88,695.43,91,否
O100266,2023-02-03,华北,北京,联名款,线下门店,北辰科技,13862.19,10029.42,3832.77,100,否
O100267,2023-02-03,华北,河北,出口商品,企微私域,海纳百川,14774.89,10751.45,4023.44,105,否
O100268,2023-02-03,华北,河北,出口商品,企微私域,北辰科技,10808.16,6628.49,4179.67,72,是
O100269,2023-02-03,华北,山东,联名款,天猫旗舰店,海纳百川,27124.35,19106.63,8017.72,101,否
O100270,2023-02-03,华南,福建,联名款,线下门店,南粤供应链,8057.3,4772.28,3285.02,69,否
O100271,2023-02-03,华北,天津,自有品牌,京东自营,绿野仙踪生鲜,22936.74,15582.05,7354.69,54,否
O100272,2023-02-03,华中,湖北,联名款,京东自营,锦程贸易,5720.75,3997.33,1723.42,119,否
O100273,2023-02-04,华南,广东,出口商品,天猫旗舰店,锦程贸易,11416.58,7867.66,3548.92,6,否
O100274,2023-02-04,华北,天津,联名款,京东自营,海纳百川,8137.15,6176.66,1960.49,28,否
O100275,2023-02-04,华东,安徽,出口商品,企微私域,北辰科技,12998.12,7864.46,5133.66,42,否
O100276,2023-02-04,西南,重庆,自有品牌,抖音小店,锦程贸易,9503.4,7156.5,2346.9,60,否
O100277,2023-02-04,西南,重庆,出口商品,抖音小店,海纳百川,10817.11,7348.94,3468.17,29,否
O100278,2023-02-04,华东,浙江,联名款,抖音小店,南粤供应链,6934.8,4181.02,2753.78,73,否
O100279,2023-02-04,西南,云南,自有品牌,抖音小店,绿野仙踪生鲜,24189.5,16874.35,7315.15,63,否
O100280,2023-02-04,华北,河北,出口商品,京东自营,云端数码,12617.25,9600.3,3016.95,70,否
O100281,2023-02-05,华中,湖北,进口商品,天猫旗舰店,华创商贸,14876.25,11064.74,3811.51,30,否
O100282,2023-02-05,华北,北京,出口商品,企微私域,绿野仙踪生鲜,9831.46,6804.37,3027.09,86,是
O100283,2023-02-05,西南,云南,联名款,天猫旗舰店,华创商贸,15731.47,10140.63,5590.84,3,否
O100284,2023-02-05,华南,福建,自有品牌,天猫旗舰店,云端数码,23550.17,16603.52,6946.65,104,否
O100285,2023-02-05,华东,上海,出口商品,京东自营,北辰科技,19748.37,12008.12,7740.25,46,否
O100286,2023-02-05,西南,四川,自有品牌,线下门店,绿野仙踪生鲜,14473.05,11256.47,3216.58,29,否
O100287,2023-02-05,华东,上海,进口商品,线下门店,东方明珠商行,14891.26,9820.51,5070.75,82,否
O100288,2023-02-05,华北,北京,联名款,线下门店,海纳百川,14493.73,10831.61,3662.12,13,否
O100289,2023-02-06,华东,江苏,出口商品,企微私域,绿野仙踪生鲜,9200.63,7016.0,2184.63,88,否
O100290,2023-02-06,华中,河南,进口商品,京东自营,海纳百川,1414.71,845.5,569.21,19,否
O100291,2023-02-06,华东,浙江,出口商品,企微私域,北辰科技,18142.55,13522.94,4619.61,87,否
O100292,2023-02-06,华南,广西,出口商品,天猫旗舰店,云端数码,21666.06,13639.82,8026.24,13,否
O100293,2023-02-06,华北,北京,自有品牌,企微私域,金鼎家居,23907.57,15330.53,8577.04,100,否
O100294,2023-02-06,华东,浙江,联名款,线下门店,北辰科技,11763.29,9016.12,2747.17,56,否
O100295,2023-02-06,华中,河南,联名款,天猫旗舰店,金鼎家居,9140.41,5545.34,3595.07,10,否
O100296,2023-02-06,华南,广东,联名款,京东自营,东方明珠商行,8463.61,4862.4,3601.21,1,否
O100297,2023-02-07,西南,重庆,自有品牌,天猫旗舰店,南粤供应链,3349.48,2174.23,1175.25,72,否
O100298,2023-02-07,华中,湖南,进口商品,天猫旗舰店,星河零售,12923.32,7384.45,5538.87,77,否
O100299,2023-02-07,西南,四川,自有品牌,线下门店,东方明珠商行,19655.89,14087.65,5568.24,72,否
O100300,2023-02-07,华中,河南,出口商品,线下门店,南粤供应链,4159.93,2576.08,1583.85,64,否
O100301,2023-02-07,华东,江苏,联名款,抖音小店,东方明珠商行,10067.51,7349.42,2718.09,47,否
O100302,2023-02-07,华北,山东,出口商品,线下门店,星河零售,4078.85,2249.72,1829.13,51,否
O100303,2023-02-07,华中,湖南,自有品牌,线下门店,海纳百川,11220.91,8296.89,2924.02,84,是
O100304,2023-02-07,华北,河北,自有品牌,企微私域,北辰科技,12392.04,7321.92,5070.12,51,否
O100305,2023-02-08,华南,福建,联名款,企微私域,北辰科技,8686.45,5337.55,3348.9,101,否
O100306,2023-02-08,华南,广东,出口商品,企微私域,云端数码,5154.24,3744.82,1409.42,4,否
O100307,2023-02-08,华北,山东,自有品牌,天猫旗舰店,东方明珠商行,19648.97,11435.92,8213.05,39,否
O100308,2023-02-08,华南,福建,出口商品,线下门店,东方明珠商行,2589.96,2014.63,575.33,62,是
O100309,2023-02-08,西南,云南,联名款,企微私域,华创商贸,19935.45,12613.0,7322.45,115,否
O100310,2023-02-08,华中,河南,进口商品,天猫旗舰店,北辰科技,23065.26,14569.22,8496.04,83,是
O100311,2023-02-08,华东,安徽,自有品牌,线下门店,星河零售,1319.07,803.99,515.08,66,否
O100312,2023-02-08,华中,河南,出口商品,线下门店,海纳百川,10265.45,7469.54,2795.91,76,否
O100313,2023-02-09,华北,河北,进口商品,线下门店,星河零售,9539.35,7266.37,2272.98,11,否
O100314,2023-02-09,华北,河北,自有品牌,抖音小店,绿野仙踪生鲜,19779.33,13249.31,6530.02,45,否
O100315,2023-02-09,华东,安徽,联名款,抖音小店,星河零售,10082.99,7424.54,2658.45,15,否
O100316,2023-02-09,华南,福建,进口商品,京东自营,北辰科技,15944.46,10793.43,5151.03,43,否
O100317,2023-02-09,西南,重庆,出口商品,线下门店,南粤供应链,5310.56,3723.66,1586.9,51,否
O100318,2023-02-09,华中,湖北,联名款,企微私域,东方明珠商行,10209.83,7270.31,2939.52,27,否
O100319,2023-02-09,华东,上海,出口商品,抖音小店,海纳百川,6961.5,4011.28,2950.22,86,否
O100320,2023-02-09,华中,河南,自有品牌,企微私域,东方明珠商行,15593.66,10681.83,4911.83,45,否
O100321,2023-02-10,西南,云南,出口商品,抖音小店,金鼎家居,15082.07,10626.61,4455.46,41,否
O100322,2023-02-10,华北,河北,进口商品,京东自营,海纳百川,21097.4,14082.3,7015.1,54,是
O100323,2023-02-10,华北,山东,联名款,京东自营,绿野仙踪生鲜,16179.14,11478.93,4700.21,83,否
O100324,2023-02-10,华中,湖北,联名款,抖音小店,南粤供应链,5327.79,3962.05,1365.74,80,否
O100325,2023-02-10,华南,广东,联名款,京东自营,北辰科技,20528.23,15841.24,4686.99,65,否
O100326,2023-02-10,西南,云南,联名款,线下门店,绿野仙踪生鲜,12626.53,7184.68,5441.85,4,否
O100327,2023-02-10,华南,广东,自有品牌,京东自营,云端数码,7785.82,5680.3,2105.52,73,否
O100328,2023-02-10,华中,河南,进口商品,企微私域,星河零售,8739.49,5898.41,2841.08,47,否
O100329,2023-02-11,华东,安徽,出口商品,线下门店,星河零售,23263.66,16292.58,6971.08,32,否
O100330,2023-02-11,华东,安徽,自有品牌,抖音小店,星河零售,14281.86,11120.0,3161.86,100,否
O100331,2023-02-11,华北,河北,联名款,京东自营,金鼎家居,4169.49,2491.36,1678.13,27,否
O100332,2023-02-11,华中,湖南,自有品牌,企微私域,云端数码,4874.73,3778.74,1095.99,38,否
O100333,2023-02-11,华中,湖南,进口商品,京东自营,东方明珠商行,27641.04,21512.24,6128.8,111,否
O100334,2023-02-11,华北,天津,出口商品,抖音小店,北辰科技,19227.66,13565.77,5661.89,63,否
O100335,2023-02-11,华中,河南,自有品牌,线下门店,东方明珠商行,11738.2,8166.67,3571.53,113,否
O100336,2023-02-11,西南,云南,自有品牌,抖音小店,绿野仙踪生鲜,23796.15,14879.17,8916.98,1,否
O100337,2023-02-12,西南,云南,自有品牌,天猫旗舰店,云端数码,11988.43,9263.1,2725.33,106,否
O100338,2023-02-12,西南,重庆,自有品牌,抖音小店,海纳百川,14044.91,8146.56,5898.35,110,否
O100339,2023-02-12,华南,福建,进口商品,天猫旗舰店,星河零售,22015.89,16345.51,5670.38,3,否
O100340,2023-02-12,华北,山东,联名款,天猫旗舰店,东方明珠商行,6550.52,4640.23,1910.29,17,否
O100341,2023-02-12,华北,河北,进口商品,抖音小店,锦程贸易,3353.49,2356.96,996.53,84,否
O100342,2023-02-12,华东,安徽,自有品牌,京东自营,东方明珠商行,20828.43,14826.73,6001.7,1,否
O100343,2023-02-12,西南,四川,出口商品,企微私域,北辰科技,13370.55,8722.48,4648.07,2,否
O100344,2023-02-12,华东,安徽,出口商品,线下门店,星河零售,7925.64,4521.94,3403.7,104,否
O100345,2023-02-13,华东,浙江,自有品牌,抖音小店,南粤供应链,12577.31,9270.42,3306.89,112,否
O100346,2023-02-13,华北,北京,进口商品,企微私域,南粤供应链,13740.49,9840.38,3900.11,81,否
O100347,2023-02-13,西南,云南,联名款,京东自营,星河零售,22497.55,13098.14,9399.41,16,是
O100348,2023-02-13,西南,重庆,联名款,抖音小店,南粤供应链,6796.43,4745.69,2050.74,32,否
O100349,2023-02-13,华中,河南,自有品牌,天猫旗舰店,锦程贸易,6637.55,4577.21,2060.34,25,否
O100350,2023-02-13,华南,福建,进口商品,京东自营,绿野仙踪生鲜,12166.12,7365.96,4800.16,82,是
O100351,2023-02-13,华东,上海,自有品牌,抖音小店,南粤供应链,12701.86,9437.02,3264.84,54,否
O100352,2023-02-13,华中,河南,出口商品,线下门店,星河零售,1203.88,680.83,523.05,34,否
O100353,2023-02-14,华东,上海,联名款,企微私域,锦程贸易,20014.26,13314.31,6699.95,54,否
O100354,2023-02-14,西南,四川,出口商品,抖音小店,星河零售,8299.75,5540.91,2758.84,27,否
O100355,2023-02-14,华中,湖南,联名款,企微私域,星河零售,8306.1,5404.13,2901.97,109,否
O100356,2023-02-14,华东,江苏,进口商品,线下门店,星河零售,17657.4,12184.16,5473.24,40,否
O100357,2023-02-14,华东,上海,出口商品,天猫旗舰店,南粤供应链,18418.96,11599.2,6819.76,67,否
O100358,2023-02-14,华北,河北,出口商品,抖音小店,星河零售,19468.61,10839.19,8629.42,104,否
O100359,2023-02-14,华南,福建,进口商品,抖音小店,金鼎家居,19183.55,12740.06,6443.49,66,否
O100360,2023-02-14,华东,安徽,出口商品,抖音小店,南粤供应链,8717.26,5000.81,3716.45,74,否
O100361,2023-02-15,华北,北京,进口商品,天猫旗舰店,北辰科技,2639.6,1672.75,966.85,118,否
O100362,2023-02-15,华北,北京,联名款,京东自营,海纳百川,6807.97,5178.46,1629.51,41,否
O100363,2023-02-15,华东,浙江,进口商品,企微私域,华创商贸,7710.2,5666.98,2043.22,6,否
O100364,2023-02-15,华东,安徽,自有品牌,抖音小店,海纳百川,3613.16,2366.81,1246.35,48,否
O100365,2023-02-15,华南,福建,自有品牌,企微私域,北辰科技,12027.03,8251.61,3775.42,64,否
O100366,2023-02-15,华中,湖北,出口商品,天猫旗舰店,东方明珠商行,1585.42,1069.45,515.97,82,否
O100367,2023-02-15,华南,广东,联名款,抖音小店,星河零售,5765.7,4474.86,1290.84,54,否
O100368,2023-02-15,华东,江苏,自有品牌,天猫旗舰店,华创商贸,33198.83,25110.8,8088.03,67,否
O100369,2023-02-16,华南,广西,进口商品,企微私域,星河零售,15637.62,10892.53,4745.09,51,否
O100370,2023-02-16,华中,河南,进口商品,线下门店,南粤供应链,7835.85,4780.09,3055.76,41,否
O100371,2023-02-16,华南,广西,联名款,抖音小店,北辰科技,2607.44,1555.66,1051.78,100,是
O100372,2023-02-16,华东,江苏,进口商品,京东自营,绿野仙踪生鲜,18117.8,11658.77,6459.03,69,否
O100373,2023-02-16,华北,山东,自有品牌,线下门店,锦程贸易,21430.07,12232.22,9197.85,104,否
O100374,2023-02-16,华中,湖北,出口商品,抖音小店,南粤供应链,3007.35,1825.73,1181.62,46,否
O100375,2023-02-16,华中,湖北,自有品牌,抖音小店,南粤供应链,1552.19,998.07,554.12,58,否
O100376,2023-02-16,华中,湖北,进口商品,线下门店,星河零售,24305.16,14149.31,10155.85,2,否
O100377,2023-02-17,华北,天津,出口商品,线下门店,海纳百川,17408.1,13328.38,4079.72,11,是
O100378,2023-02-17,华中,湖南,进口商品,天猫旗舰店,星河零售,7708.07,5384.68,2323.39,104,否
O100379,2023-02-17,华东,浙江,进口商品,天猫旗舰店,绿野仙踪生鲜,3493.87,2664.25,829.62,56,否
O100380,2023-02-17,西南,四川,联名款,线下门店,南粤供应链,9365.43,7107.52,2257.91,36,否
O100381,2023-02-17,西南,四川,进口商品,企微私域,金鼎家居,18877.02,13192.66,5684.36,64,否
O100382,2023-02-17,华中,湖南,进口商品,天猫旗舰店,锦程贸易,13895.18,8982.18,4913.0,83,否
O100383,2023-02-17,华北,北京,联名款,抖音小店,绿野仙踪生鲜,13977.33,9245.67,4731.66,117,是
O100384,2023-02-17,华中,湖南,联名款,抖音小店,南粤供应链,1430.72,983.39,447.33,4,否
O100385,2023-02-18,华东,安徽,自有品牌,企微私域,北辰科技,30462.89,17456.18,13006.71,85,否
O100386,2023-02-18,华南,福建,进口商品,京东自营,金鼎家居,25542.51,18732.87,6809.64,46,否
O100387,2023-02-18,华北,天津,自有品牌,抖音小店,金鼎家居,1482.6,1054.32,428.28,73,是
O100388,2023-02-18,华北,天津,联名款,企微私域,锦程贸易,5048.47,2820.74,2227.73,8,否
O100389,2023-02-18,华中,湖北,进口商品,企微私域,绿野仙踪生鲜,979.85,745.78,234.07,26,否
O100390,2023-02-18,华南,福建,出口商品,抖音小店,华创商贸,1330.29,911.14,419.15,118,否
O100391,2023-02-18,华东,浙江,进口商品,抖音小店,东方明珠商行,22472.4,14099.39,8373.01,42,否
O100392,2023-02-18,华北,山东,联名款,抖音小店,南粤供应链,17913.83,12168.05,5745.78,114,是
O100393,2023-02-19,华南,广东,出口商品,线下门店,锦程贸易,18562.68,11466.89,7095.79,23,否
O100394,2023-02-19,华中,湖南,进口商品,京东自营,金鼎家居,10201.02,7508.21,2692.81,79,否
O100395,2023-02-19,华中,湖北,联名款,京东自营,海纳百川,18837.31,11391.66,7445.65,41,否
O100396,2023-02-19,华东,浙江,联名款,天猫旗舰店,锦程贸易,8444.39,5990.71,2453.68,45,否
O100397,2023-02-19,华东,上海,进口商品,线下门店,绿野仙踪生鲜,27792.82,21480.89,6311.93,114,否
O100398,2023-02-19,西南,重庆,自有品牌,企微私域,东方明珠商行,3254.57,2148.94,1105.63,111,是
O100399,2023-02-19,华北,天津,联名款,天猫旗舰店,华创商贸,9127.31,5689.1,3438.21,14,否
O100400,2023-02-19,华南,广东,联名款,京东自营,星河零售,14038.52,10621.1,3417.42,12,否
O100401,2023-02-20,华中,河南,联名款,天猫旗舰店,东方明珠商行,27148.17,15961.75,11186.42,114,否
O100402,2023-02-20,华北,北京,进口商品,抖音小店,北辰科技,29256.53,18845.14,10411.39,71,否
O100403,2023-02-20,华南,福建,自有品牌,抖音小店,北辰科技,3121.17,1998.7,1122.47,71,否
O100404,2023-02-20,华北,北京,自有品牌,天猫旗舰店,东方明珠商行,3358.7,2483.75,874.95,81,是
O100405,2023-02-20,西南,四川,进口商品,天猫旗舰店,北辰科技,6809.11,4202.02,2607.09,11,否
O100406,2023-02-20,华东,浙江,联名款,线下门店,绿野仙踪生鲜,28070.04,17149.42,10920.62,83,否
O100407,2023-02-20,西南,四川,自有品牌,线下门店,海纳百川,5315.31,2977.97,2337.34,57,否
O100408,2023-02-20,华南,广东,自有品牌,企微私域,华创商贸,4457.36,3165.57,1291.79,13,否
O100409,2023-02-21,华南,福建,联名款,企微私域,北辰科技,14197.17,10553.94,3643.23,105,否
O100410,2023-02-21,西南,云南,联名款,企微私域,北辰科技,12325.55,7002.88,5322.67,116,否
O100411,2023-02-21,华中,河南,出口商品,天猫旗舰店,绿野仙踪生鲜,5731.22,4449.75,1281.47,28,否
O100412,2023-02-21,华北,北京,联名款,天猫旗舰店,东方明珠商行,6539.41,4833.86,1705.55,19,是
O100413,2023-02-21,华南,广西,进口商品,天猫旗舰店,东方明珠商行,19684.34,13325.76,6358.58,110,否
O100414,2023-02-21,华中,湖南,进口商品,企微私域,金鼎家居,16135.2,10431.51,5703.69,54,否
O100415,2023-02-21,华北,北京,进口商品,企微私域,星河零售,23778.05,17822.11,5955.94,113,否
O100416,2023-02-21,西南,重庆,联名款,线下门店,金鼎家居,15536.88,8679.17,6857.71,36,否
O100417,2023-02-22,华北,山东,进口商品,线下门店,海纳百川,21012.52,11795.1,9217.42,61,否
O100418,2023-02-22,华南,广东,自有品牌,抖音小店,锦程贸易,7584.39,5029.0,2555.39,90,否
O100419,2023-02-22,华北,天津,自有品牌,线下门店,海纳百川,7319.96,4727.65,2592.31,83,否
O100420,2023-02-22,华北,山东,出口商品,线下门店,绿野仙踪生鲜,19179.74,14374.32,4805.42,106,否
O100421,2023-02-22,华中,湖北,进口商品,抖音小店,云端数码,12674.3,9246.14,3428.16,68,是
O100422,2023-02-22,华东,江苏,出口商品,京东自营,华创商贸,8547.08,5598.19,2948.89,118,否
O100423,2023-02-22,华北,河北,自有品牌,线下门店,云端数码,10406.0,7932.57,2473.43,88,否
